ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Is_parent,Children,Day,Month,Quarter,Year,Tenure,Cluster,Recency,Monetary,Frequency,R,F,M,RFM_Score,Segment,T,CLTV_label
9757,1972,Graduation,Partner,84906.0,0,0,2013-10-04,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,3,11,0,43,0,0,4,10,4,2013,15,1,98,70.91304347826087,23,1,5,5,155,Can't loose,268,Non-profitable
6918,1989,Graduation,Partner,28691.0,1,0,2013-07-04,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,3,11,0,26,1,1,4,7,3,2013,18,0,56,8.5,4,3,1,1,311,About to sleep,360,Non-profitable
286,1952,Graduation,Single,44213.0,1,1,2013-11-29,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,3,11,0,63,1,2,29,11,4,2013,13,0,48,19.0,8,3,2,2,322,About to sleep,212,Non-profitable
11086,1984,UnderGraduation,Single,25707.0,1,0,2014-01-18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,3,11,0,31,1,1,18,1,1,2014,11,0,18,5.25,4,5,1,1,511,New Customers,162,Non-profitable
1921,1967,PhD,Partner,59062.0,2,1,2013-10-03,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,3,11,0,48,1,3,3,10,4,2013,15,0,74,14.2,5,2,1,2,212,Hibernating,269,Non-profitable
7718,1947,PostGraduation,Partner,66000.0,0,0,2014-04-20,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,3,11,0,68,0,0,20,4,2,2014,8,2,36,79.0,9,4,2,5,425,Potential Loyalists,70,Profitable
1291,1978,PhD,Partner,27683.0,1,0,2012-08-04,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,3,11,0,37,1,1,4,8,3,2012,29,2,90,29.25,12,1,3,3,133,At risk,694,Non-profitable
4136,1992,UnderGraduation,Single,7500.0,1,0,2012-12-03,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,3,11,0,23,1,1,3,12,4,2012,25,0,63,17.0,7,2,2,2,222,Hibernating,573,Non-profitable
803,1968,Graduation,Partner,40521.0,1,1,2013-04-05,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,3,11,0,47,1,2,5,4,2,2013,21,0,82,7.0,3,1,1,1,111,Hibernating,450,Non-profitable
4298,1973,PhD,Partner,20427.0,1,0,2014-03-24,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,42,1,1,24,3,1,2014,9,0,63,3.333333333333333,3,2,1,1,211,Hibernating,97,Non-profitable
9606,1965,PhD,Partner,69969.0,0,0,2013-08-27,882,29,514,38,29,44,1,4,2,6,3,0,0,1,1,0,0,3,11,1,50,0,0,27,8,3,2013,16,1,64,128.0,12,2,3,5,235,At risk,306,Non-profitable
8534,1952,Graduation,Partner,67433.0,0,2,2013-07-16,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,3,11,0,63,1,2,16,7,3,2013,17,3,51,41.333333333333336,24,3,5,4,354,Loyal Customers,348,Non-profitable
5153,1967,PhD,Partner,77766.0,0,1,2013-02-22,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,3,11,1,48,1,1,22,2,1,2013,22,1,97,47.78125,32,1,5,4,154,Can't loose,492,Non-profitable
961,1972,Graduation,Partner,74716.0,0,1,2013-09-12,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,3,11,0,43,1,1,12,9,3,2013,15,3,92,57.333333333333336,15,1,3,4,134,At risk,290,Non-profitable
5011,1963,Graduation,Single,68118.0,0,1,2013-10-18,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,3,11,0,52,1,1,18,10,4,2013,14,3,51,44.19047619047619,21,3,5,4,354,Loyal Customers,254,Non-profitable
6653,1970,PhD,Partner,55158.0,1,1,2012-07-30,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,0,3,11,1,45,1,2,30,7,3,2012,29,2,72,29.857142857142858,14,2,3,3,233,At risk,699,Non-profitable
9094,1955,PostGraduation,Partner,62972.0,0,1,2012-08-03,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,3,11,1,60,1,1,3,8,3,2012,29,2,39,41.92857142857143,14,4,3,4,434,Potential Loyalists,695,Non-profitable
5493,1976,Graduation,Partner,39356.0,1,1,2014-03-19,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,3,11,0,39,1,2,19,3,1,2014,9,0,21,7.666666666666667,3,4,1,1,411,Promising,102,Non-profitable
2147,1969,Graduation,Partner,76653.0,0,0,2013-08-16,736,63,946,219,189,126,1,4,7,11,2,0,0,1,1,0,0,3,11,0,46,0,0,16,8,3,2013,16,1,91,103.5909090909091,22,1,5,5,155,Can't loose,317,Non-profitable
5107,1973,PhD,Single,35860.0,1,1,2014-05-19,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,3,11,0,42,1,2,19,5,2,2014,7,0,37,12.25,4,4,1,2,412,Promising,41,Non-profitable
3979,1983,PhD,Single,90687.0,0,0,2013-05-22,982,17,672,23,34,51,1,6,2,8,2,0,0,1,0,0,0,3,11,1,32,0,0,22,5,2,2013,19,1,98,111.1875,16,1,4,5,145,At risk,403,Non-profitable
6049,1982,PostGraduation,Partner,73450.0,0,0,2013-12-05,1142,51,415,90,69,37,1,7,8,11,3,1,0,0,1,0,0,3,11,0,33,0,0,5,12,4,2013,13,1,85,69.38461538461539,26,1,5,5,155,Can't loose,206,Non-profitable
8147,1960,Graduation,Partner,31454.0,1,1,2013-07-06,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,3,11,0,55,1,2,6,7,3,2013,18,0,40,9.6,5,3,1,1,311,About to sleep,358,Non-profitable
1857,1952,Graduation,Single,47139.0,1,1,2014-03-06,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,0,3,11,1,63,1,2,6,3,1,2014,10,0,2,16.6,5,5,1,2,512,New Customers,115,Non-profitable
3910,1975,Graduation,Single,83829.0,0,0,2013-10-08,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,3,11,1,40,0,0,8,10,4,2013,15,1,78,109.52941176470588,17,2,4,5,245,At risk,264,Non-profitable
5207,1963,PhD,Partner,53378.0,1,1,2012-09-24,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,0,3,11,1,52,1,2,24,9,3,2012,27,2,41,41.73684210526316,19,3,4,4,344,Loyal Customers,643,Non-profitable
11114,1970,Graduation,Partner,19656.0,1,0,2013-02-08,25,4,9,6,8,32,3,2,1,3,7,0,0,0,0,0,0,3,11,0,45,1,1,8,2,1,2013,23,0,94,14.0,6,1,2,2,122,Hibernating,506,Non-profitable
5429,1948,PhD,Partner,45579.0,0,1,2013-08-20,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,3,11,0,67,1,1,20,8,3,2013,16,0,10,20.33333333333333,9,5,2,2,522,Potential Loyalists,313,Non-profitable
1740,1944,Graduation,Partner,55956.0,0,0,2014-04-07,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,0,3,11,0,71,0,0,7,4,2,2014,8,3,22,71.35714285714286,14,4,3,5,435,Potential Loyalists,83,Non-profitable
7488,1963,PostGraduation,Single,64191.0,0,1,2013-01-22,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,3,11,0,52,1,1,22,1,1,2013,23,2,30,39.285714285714285,21,4,5,4,454,Loyal Customers,523,Non-profitable
195,1972,Graduation,Single,38808.0,1,0,2012-08-26,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,0,3,11,1,43,1,1,26,8,3,2012,28,0,21,24.6,10,4,3,3,433,Potential Loyalists,672,Non-profitable
635,1966,PostGraduation,Partner,57183.0,1,1,2013-03-19,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,3,11,0,49,1,2,19,3,1,2013,21,2,51,35.88235294117647,17,3,4,3,343,Loyal Customers,467,Non-profitable
7527,1968,PostGraduation,Single,23748.0,1,0,2012-11-21,6,6,29,12,15,8,3,2,1,3,8,0,0,0,0,0,0,3,11,0,47,1,1,21,11,4,2012,25,0,97,12.666666666666666,6,1,2,2,122,Hibernating,585,Non-profitable
10319,1971,Graduation,Partner,66303.0,0,1,2013-02-26,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0,3,11,0,44,1,1,26,2,1,2013,22,3,56,71.44444444444444,18,3,4,5,345,Loyal Customers,488,Non-profitable
2296,1975,PostGraduation,Partner,37368.0,1,0,2013-12-16,3,2,11,2,2,10,1,1,0,2,6,1,0,0,0,0,0,3,11,0,40,1,1,16,12,4,2013,12,0,4,10.0,3,5,1,1,511,New Customers,195,Non-profitable
10637,1964,Graduation,Partner,40800.0,1,2,2013-01-01,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,1,3,11,0,51,1,3,1,1,1,2013,24,0,77,16.5,6,2,2,2,222,Hibernating,544,Non-profitable
2931,1978,Graduation,Single,71847.0,0,0,2012-09-21,737,21,106,55,63,210,0,6,7,9,3,0,0,0,1,0,0,3,11,0,37,0,0,21,9,3,2012,27,3,95,54.18181818181818,22,1,5,4,154,Can't loose,646,Profitable
907,1975,Graduation,Partner,46149.0,0,1,2013-11-29,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,0,3,11,0,40,1,1,29,11,4,2013,13,2,36,27.846153846153847,13,4,3,3,433,Potential Loyalists,212,Non-profitable
3698,1983,Graduation,Partner,78687.0,0,0,2012-08-09,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,0,3,11,1,32,0,0,9,8,3,2012,29,1,13,118.33333333333331,18,5,4,5,545,Champions,689,Non-profitable
9516,1971,PostGraduation,Single,49118.0,0,0,2012-08-18,620,54,239,99,98,119,2,9,7,10,7,0,1,0,0,1,0,3,11,1,44,0,0,18,8,3,2012,28,3,90,47.26923076923077,26,1,5,4,154,Can't loose,680,Profitable
679,1957,PhD,Partner,37633.0,1,1,2012-09-20,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,0,3,11,0,58,1,2,20,9,3,2012,27,0,49,9.5,4,3,1,1,311,About to sleep,647,Non-profitable
7384,1951,PostGraduation,Partner,39767.0,0,0,2013-07-21,113,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,0,3,11,0,64,0,0,21,7,3,2013,17,2,18,32.333333333333336,15,5,3,3,533,Potential Loyalists,343,Non-profitable
5043,1951,UnderGraduation,Partner,26997.0,0,0,2012-11-05,7,23,78,133,49,144,2,4,2,5,7,0,0,0,0,0,0,3,11,0,64,0,0,5,11,4,2012,26,2,89,39.45454545454545,11,1,3,4,134,At risk,601,Non-profitable
5267,1970,Graduation,Single,33986.0,1,0,2013-03-14,16,2,18,2,1,5,1,1,0,3,7,0,0,0,0,0,0,3,11,0,45,1,1,14,3,1,2013,21,0,43,11.0,4,3,1,1,311,About to sleep,472,Non-profitable
339,1972,PhD,Partner,57091.0,0,1,2012-11-23,462,0,24,6,0,4,2,9,2,5,7,0,1,0,0,0,0,3,11,1,43,1,1,23,11,4,2012,25,2,82,31.0,16,1,4,3,143,At risk,583,Non-profitable
2516,1969,PostGraduation,Partner,46831.0,1,1,2013-06-08,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,0,3,11,0,46,1,2,8,6,2,2013,19,0,84,15.6,5,1,1,2,112,Hibernating,386,Non-profitable
9010,1972,PostGraduation,Partner,83151.0,0,0,2013-02-10,968,147,842,137,42,210,1,5,7,10,2,1,0,1,1,0,0,3,11,1,43,0,0,10,2,1,2013,23,1,80,106.63636363636364,22,1,5,5,155,Can't loose,504,Non-profitable
378,1971,Graduation,Partner,52531.0,0,0,2012-12-30,283,112,151,51,72,125,2,7,2,10,6,0,0,0,0,0,0,3,11,0,44,0,0,30,12,4,2012,24,2,68,41.78947368421053,19,2,4,4,244,At risk,546,Non-profitable
4808,1956,Graduation,Partner,15759.0,0,0,2013-09-05,1,2,5,6,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,59,0,0,5,9,3,2013,16,0,12,5.666666666666667,3,5,1,1,511,New Customers,297,Non-profitable
5068,1971,Graduation,Single,22804.0,1,0,2013-07-31,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,3,11,0,44,1,1,31,7,3,2013,17,0,75,6.5,4,2,1,1,211,Hibernating,333,Non-profitable
7628,1973,PostGraduation,Partner,43050.0,1,0,2014-03-18,30,5,24,6,3,8,2,2,0,4,5,0,0,0,0,0,0,3,11,0,42,1,1,18,3,1,2014,9,0,10,12.666666666666666,6,5,2,2,522,Potential Loyalists,103,Non-profitable
7128,1977,PhD,Single,42997.0,1,1,2013-12-07,4,0,5,0,1,5,1,1,0,2,7,0,0,0,0,0,0,3,11,0,38,1,2,7,12,4,2013,13,0,91,5.0,3,1,1,1,111,Hibernating,204,Non-profitable
2811,1963,PhD,Single,48918.0,1,1,2014-04-12,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,3,11,0,52,1,2,12,4,2,2014,8,0,21,12.4,5,4,1,2,412,Promising,78,Profitable
3551,1954,PostGraduation,Partner,60033.0,0,1,2014-03-29,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,3,11,0,61,1,1,29,3,1,2014,9,0,28,24.75,8,4,2,3,423,Potential Loyalists,92,Non-profitable
1663,1978,PhD,Partner,34043.0,1,0,2013-10-25,20,2,14,3,0,10,1,2,0,2,9,0,0,0,0,0,0,3,11,0,37,1,1,25,10,4,2013,14,0,97,12.25,4,1,1,2,112,Hibernating,247,Non-profitable
5543,1966,Graduation,Partner,57811.0,0,1,2013-06-24,545,7,114,37,21,78,5,7,2,11,5,0,1,0,0,0,0,3,11,0,49,1,1,24,6,2,2013,18,2,49,40.1,20,3,4,4,344,Loyal Customers,370,Non-profitable
1577,1946,Graduation,Partner,78569.0,0,0,2014-02-19,558,79,622,207,175,95,1,4,6,4,1,0,0,1,0,0,0,3,11,1,69,0,0,19,2,1,2014,10,1,14,124.0,14,5,3,5,535,Potential Loyalists,130,Non-profitable
10641,1978,Graduation,Single,7500.0,1,1,2012-12-27,6,5,4,13,4,25,4,2,1,3,6,0,0,0,0,0,0,3,11,0,37,1,2,27,12,4,2012,24,0,5,9.5,6,5,2,1,521,Potential Loyalists,549,Profitable
5336,1971,PostGraduation,Partner,157733.0,1,0,2013-06-04,39,1,9,2,0,8,0,1,0,1,1,0,0,0,0,0,0,3,11,0,44,1,1,4,6,2,2013,19,0,37,29.5,2,4,1,3,413,Promising,390,Non-profitable
6024,1953,Graduation,Partner,94384.0,0,0,2013-03-04,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,3,11,1,62,0,0,4,3,1,2013,22,1,62,127.88888888888889,18,2,4,5,245,At risk,482,Profitable
1878,1985,PostGraduation,Partner,23148.0,0,0,2014-02-18,4,6,8,6,3,10,1,2,0,3,7,0,0,0,0,0,0,3,11,0,30,0,0,18,2,1,2014,10,0,83,7.4,5,1,1,1,111,Hibernating,131,Non-profitable
3099,1970,Graduation,Single,44267.0,1,1,2013-02-25,183,5,65,3,5,49,5,5,2,4,9,0,0,0,0,0,0,3,11,0,45,1,2,25,2,1,2013,22,0,48,28.181818181818183,11,3,3,3,333,Need Attention,489,Non-profitable
6055,1979,Graduation,Partner,71626.0,0,0,2012-11-01,546,72,376,94,145,72,1,5,5,8,3,0,1,0,0,0,0,3,11,0,36,0,0,1,11,4,2012,26,3,94,72.5,18,1,4,5,145,At risk,605,Non-profitable
5841,1966,Graduation,Partner,60894.0,0,1,2013-06-28,606,7,155,10,0,54,5,10,3,8,7,0,0,0,0,0,0,3,11,0,49,1,1,28,6,2,2013,18,2,61,39.61904761904762,21,2,5,4,254,Can't loose,366,Profitable
3972,1976,Graduation,Partner,50200.0,1,1,2013-04-03,266,6,51,8,6,64,6,7,1,5,8,0,0,0,0,0,0,3,11,0,39,1,2,3,4,2,2013,21,2,70,30.846153846153847,13,2,3,3,233,At risk,452,Non-profitable
5758,1982,Graduation,Partner,65169.0,0,0,2014-01-14,1074,0,69,0,0,46,1,10,4,13,6,1,0,1,1,1,0,3,11,1,33,0,0,14,1,1,2014,11,3,23,44.03703703703704,27,4,5,4,454,Loyal Customers,166,Non-profitable
6658,1972,Graduation,Partner,59868.0,0,1,2013-07-22,771,51,154,54,10,154,7,11,2,12,6,0,0,0,0,0,0,3,11,0,43,1,1,22,7,3,2013,17,3,37,47.76,25,4,5,4,454,Loyal Customers,342,Non-profitable
4603,1960,PhD,Partner,65695.0,0,1,2014-01-31,371,32,189,0,58,6,2,5,4,10,4,0,0,0,0,0,0,3,11,0,55,1,1,31,1,1,2014,11,2,50,34.526315789473685,19,3,4,3,343,Loyal Customers,149,Non-profitable
8427,1956,PostGraduation,Single,64857.0,0,0,2012-11-23,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,3,11,0,59,0,0,23,11,4,2012,25,1,78,70.0,22,2,5,5,255,Can't loose,583,Non-profitable
10260,1965,PostGraduation,Partner,45143.0,0,1,2013-08-26,202,5,74,11,5,14,3,6,1,5,7,0,0,0,0,0,0,3,11,0,50,1,1,26,8,3,2013,16,0,74,25.916666666666668,12,2,3,3,233,At risk,307,Non-profitable
7143,1955,PostGraduation,Partner,74805.0,0,1,2013-11-06,209,162,209,41,162,37,5,4,7,10,2,0,0,0,0,0,0,3,11,0,60,1,1,6,11,4,2013,14,2,14,39.04761904761905,21,5,5,4,554,Champions,235,Non-profitable
8789,1989,PostGraduation,Partner,59060.0,1,0,2014-01-11,35,40,111,36,40,12,3,3,1,7,4,0,0,0,0,0,0,3,11,0,26,1,1,11,1,1,2014,11,0,77,24.90909090909091,11,2,3,3,233,At risk,169,Non-profitable
6197,1962,PhD,Single,27238.0,1,1,2013-04-20,37,0,17,0,0,3,3,3,0,3,9,0,0,0,0,0,0,3,11,0,53,1,2,20,4,2,2013,20,0,39,9.5,6,4,2,1,421,Potential Loyalists,435,Non-profitable
4554,1965,Graduation,Partner,47009.0,0,1,2013-10-01,171,45,73,59,10,90,4,3,2,8,4,0,0,0,0,0,0,3,11,0,50,1,1,1,10,4,2013,15,2,89,34.46153846153846,13,1,3,3,133,At risk,271,Profitable
1920,1972,Graduation,Partner,40321.0,1,1,2013-07-29,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,3,11,0,43,1,2,29,7,3,2013,17,0,59,17.0,6,2,2,2,222,Hibernating,335,Non-profitable
8749,1984,Graduation,Partner,37235.0,1,0,2014-02-01,20,2,9,4,6,20,1,1,1,2,4,0,0,0,0,0,0,3,11,0,31,1,1,1,2,1,2014,11,0,68,15.25,4,2,1,2,212,Hibernating,148,Non-profitable
1650,1960,PostGraduation,Partner,81843.0,0,0,2013-04-22,779,86,537,34,69,138,1,5,9,12,3,0,0,0,0,0,0,3,11,0,55,0,0,22,4,2,2013,20,1,13,63.19230769230769,26,5,5,4,554,Champions,433,Non-profitable
10377,1958,PostGraduation,Partner,46692.0,0,1,2013-06-06,170,6,97,24,12,88,3,6,1,5,6,0,0,0,0,0,0,3,11,0,57,1,1,6,6,2,2013,19,2,37,33.083333333333336,12,4,3,3,433,Potential Loyalists,388,Non-profitable
9206,1968,Graduation,Partner,77382.0,0,1,2014-01-07,491,48,231,112,105,134,2,5,7,12,1,0,0,1,0,0,0,3,11,0,47,1,1,7,1,1,2014,11,3,36,46.708333333333336,24,4,5,4,454,Loyal Customers,173,Profitable
10971,1977,Graduation,Single,37774.0,2,0,2012-09-03,173,8,107,7,2,176,4,7,2,3,9,1,0,0,0,0,1,3,11,1,38,1,2,3,9,3,2012,28,2,28,39.41666666666666,12,4,3,4,434,Potential Loyalists,664,Non-profitable
6398,1974,UnderGraduation,Partner,18393.0,1,0,2014-03-29,7,10,13,16,0,4,2,3,0,3,8,0,0,0,0,0,0,3,11,0,41,1,1,29,3,1,2014,9,0,2,8.333333333333334,6,5,2,1,521,Potential Loyalists,92,Non-profitable
9212,1962,PostGraduation,Partner,72828.0,0,1,2013-02-14,1205,0,235,19,14,205,6,6,3,13,7,0,0,0,0,0,0,3,11,0,53,1,1,14,2,1,2013,22,1,17,76.27272727272727,22,5,5,5,555,Champions,500,Non-profitable
839,1975,PhD,Partner,45503.0,1,0,2013-09-25,97,4,44,6,1,18,1,3,1,4,5,0,0,0,0,0,0,3,11,0,40,1,1,25,9,3,2013,15,0,54,21.25,8,3,2,2,322,About to sleep,277,Profitable
4246,1982,PostGraduation,Single,6560.0,0,0,2013-12-12,67,11,26,4,3,262,0,1,0,1,17,0,0,0,0,0,0,3,11,0,33,0,0,12,12,4,2013,12,2,2,186.5,2,5,1,5,515,New Customers,199,Non-profitable
158,1945,PhD,Partner,71604.0,0,0,2013-11-17,345,53,528,98,75,97,1,8,3,5,4,1,0,0,0,0,0,3,11,1,70,0,0,17,11,4,2013,13,3,3,74.75,16,5,4,5,545,Champions,224,Non-profitable
4832,1979,Graduation,Partner,27244.0,1,0,2014-03-07,6,5,17,3,24,46,2,2,2,2,7,0,0,0,0,0,0,3,11,0,36,1,1,7,3,1,2014,10,0,84,16.833333333333332,6,1,2,2,122,Hibernating,114,Non-profitable
5621,1969,Graduation,Partner,48752.0,1,1,2012-12-12,73,57,100,71,15,0,5,6,1,5,9,0,0,0,0,0,0,3,11,1,46,1,2,12,12,4,2012,25,0,8,26.33333333333333,12,5,3,3,533,Potential Loyalists,564,Non-profitable
1945,1962,Graduation,Partner,71434.0,0,1,2013-09-18,711,36,217,172,96,168,3,7,4,7,4,0,1,0,1,0,0,3,11,0,53,1,1,18,9,3,2013,15,3,4,77.77777777777777,18,5,4,5,545,Champions,284,Profitable
5147,1948,Graduation,Single,90842.0,0,0,2013-07-29,774,70,118,182,187,93,1,4,9,13,1,0,0,0,0,0,0,3,11,0,67,0,0,29,7,3,2013,17,3,57,54.76923076923077,26,3,5,4,354,Loyal Customers,335,Non-profitable
2535,1978,PostGraduation,Partner,88097.0,1,0,2012-08-18,163,0,480,0,126,75,1,6,5,8,9,0,1,1,1,0,0,3,11,1,37,1,1,18,8,3,2012,28,2,24,44.42105263157895,19,4,4,4,444,Loyal Customers,680,Non-profitable
11039,1975,Graduation,Partner,51948.0,0,1,2013-09-17,82,33,54,71,30,41,2,5,2,4,5,0,0,0,0,0,0,3,11,0,40,1,1,17,9,3,2013,15,0,51,28.272727272727277,11,3,3,3,333,Need Attention,285,Profitable
9495,1982,Graduation,Partner,71853.0,0,0,2013-05-08,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,3,11,0,33,0,0,8,5,2,2013,20,3,29,71.8125,16,4,4,5,445,Loyal Customers,417,Non-profitable
9635,1983,PostGraduation,Partner,35876.0,0,0,2014-04-20,66,2,40,4,3,14,1,3,1,3,6,0,0,0,0,0,0,3,11,0,32,0,0,20,4,2,2014,8,0,13,18.428571428571427,7,5,2,2,522,Potential Loyalists,70,Non-profitable
2173,1952,Graduation,Single,40049.0,0,1,2013-10-16,13,6,7,0,3,3,1,1,0,3,6,0,0,0,0,0,0,3,11,0,63,1,1,16,10,4,2013,14,0,23,8.0,4,4,1,1,411,Promising,256,Non-profitable
942,1982,Graduation,Single,39660.0,1,0,2012-08-08,139,13,78,20,13,36,3,7,1,3,9,0,0,0,0,0,0,3,11,1,33,1,1,8,8,3,2012,29,0,36,27.181818181818183,11,4,3,3,433,Potential Loyalists,690,Non-profitable
5510,1977,PostGraduation,Partner,43263.0,0,1,2012-11-21,262,6,61,0,10,102,3,5,2,6,5,0,0,0,0,0,0,3,11,0,38,1,1,21,11,4,2012,25,2,2,33.92307692307692,13,5,3,3,533,Potential Loyalists,585,Non-profitable
873,1949,PostGraduation,Partner,62845.0,1,1,2012-10-01,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,3,11,1,66,1,2,1,10,4,2012,27,3,3,69.29411764705883,17,5,4,5,545,Champions,636,Non-profitable
2253,1990,Graduation,Partner,18929.0,0,0,2013-02-16,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,3,11,0,25,0,0,16,2,1,2013,22,0,15,17.0,5,5,1,2,512,New Customers,498,Non-profitable
5181,1982,UnderGraduation,Single,24367.0,1,0,2013-03-20,2,4,2,0,11,5,1,1,0,2,9,0,0,0,0,0,0,3,11,0,33,1,1,20,3,1,2013,21,0,58,8.0,3,3,1,1,311,About to sleep,466,Non-profitable
979,1975,Graduation,Single,33249.0,1,0,2013-02-20,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,3,11,0,40,1,1,20,2,1,2013,22,0,11,18.666666666666668,6,5,2,2,522,Potential Loyalists,494,Non-profitable
10390,1959,PostGraduation,Partner,26887.0,0,1,2013-02-10,6,7,4,3,4,6,1,1,0,3,6,0,0,0,0,0,0,3,11,0,56,1,1,10,2,1,2013,23,0,27,7.5,4,4,1,1,411,Promising,504,Non-profitable
4698,1983,PhD,Partner,50150.0,0,0,2013-06-20,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,3,11,0,32,0,0,20,6,2,2013,18,2,32,29.285714285714285,14,4,3,3,433,Potential Loyalists,374,Non-profitable
7793,1976,Graduation,Partner,62061.0,0,1,2013-08-31,641,7,84,0,30,38,3,10,4,7,6,0,1,0,0,0,0,3,11,0,39,1,1,31,8,3,2013,16,2,12,38.095238095238095,21,5,5,4,554,Champions,302,Non-profitable
1745,1962,PhD,Single,85696.0,0,0,2013-05-03,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,3,11,1,53,0,0,3,5,2,2013,20,3,88,69.10526315789474,19,1,4,5,145,At risk,422,Non-profitable
10590,1956,PhD,Partner,76542.0,0,0,2013-03-30,794,73,573,0,29,14,1,4,8,10,2,0,0,0,0,0,0,3,11,0,59,0,0,30,3,1,2013,21,1,91,67.4090909090909,22,1,5,4,154,Can't loose,456,Non-profitable
5080,1993,Graduation,Single,70515.0,0,0,2013-10-21,420,0,452,182,64,140,1,6,6,4,2,0,0,0,0,0,0,3,11,1,22,0,0,21,10,4,2013,14,3,12,78.625,16,5,4,5,545,Champions,251,Non-profitable
8369,1987,Graduation,Partner,18227.0,1,0,2012-11-08,1,2,7,4,3,11,1,0,1,2,8,0,0,0,0,0,0,3,11,0,28,1,1,8,11,4,2012,26,0,21,9.333333333333334,3,4,1,1,411,Promising,598,Non-profitable
5232,1965,Graduation,Partner,69139.0,0,1,2014-01-27,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,0,3,11,0,50,1,1,27,1,1,2014,11,0,23,22.7,10,4,3,2,432,Potential Loyalists,153,Non-profitable
2407,1982,Graduation,Partner,69109.0,0,0,2012-11-09,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,3,11,1,33,0,0,9,11,4,2012,26,1,10,81.84210526315789,19,5,4,5,545,Champions,597,Non-profitable
3834,1962,Graduation,Single,69627.0,0,1,2013-03-17,231,161,215,171,30,53,2,8,2,11,5,0,0,0,0,0,0,3,11,0,53,1,1,17,3,1,2013,21,3,35,41.0,21,4,5,4,454,Loyal Customers,469,Non-profitable
7912,1978,Graduation,Partner,38136.0,1,0,2013-04-22,8,15,27,0,20,33,2,3,1,2,8,1,0,0,0,0,0,3,11,0,37,1,1,22,4,2,2013,20,0,69,17.166666666666668,6,2,2,2,222,Hibernating,433,Non-profitable
